Rating,Datadate,Content,Words,BOW,Sentiment Score
5.0,2020-01-15,this was a gift....they loved it!,"['gift', 'loved']","{'gift': 1, 'loved': 1}",0.875
5.0,2020-01-15,"Love my Switch. I haven’t used it on my TV, but as a portable device, it’s awesome.","['love', 'switch', 'used', 'tv', 'portable', 'device', 'awesome']","{'tv': 1, 'device': 1, 'portable': 1, 'switch': 1, 'awesome': 1, 'love': 1, 'used': 1}",0.75
5.0,2020-01-15,Boys love switch,"['boy', 'love', 'switch']","{'boy': 1, 'switch': 1, 'love': 1}",0.5
5.0,2020-01-15,"It's a real nice console, but don't expect to be able to do everything like in the switch. You still can play all the games.","['real', 'nice', 'console', 'expect', 'able', 'everything', 'like', 'switch', 'still', 'play', 'game']","{'nice': 1, 'expect': 1, 'like': 1, 'real': 1, 'still': 1, 'everything': 1, 'switch': 1, 'console': 1, 'able': 1, 'game': 1, 'play': 1}",0.7
5.0,2020-01-15,"Prior to purchase, I knew that the Switch was an awesome platform. After purchasing one, it has quickly become my favorite console. The user experience is fantastic, and the game selection is diverse. Playing with friends is super easy, and I would completely recommend this version over the lite since you can remove the joycons.","['prior', 'purchase', 'knew', 'switch', 'awesome', 'platform', 'purchasing', 'one', 'quickly', 'become', 'favorite', 'console', 'user', 'experience', 'fantastic', 'game', 'selection', 'diverse', 'playing', 'friend', 'super', 'easy', 'would', 'completely', 'recommend', 'version', 'lite', 'since', 'remove', 'joycons']","{'platform': 1, 'one': 1, 'quickly': 1, 'recommend': 1, 'game': 1, 'easy': 1, 'completely': 1, 'become': 1, 'selection': 1, 'playing': 1, 'joycons': 1, 'prior': 1, 'favorite': 1, 'user': 1, 'switch': 1, 'purchasing': 1, 'version': 1, 'diverse': 1, 'friend': 1, 'since': 1, 'super': 1, 'remove': 1, 'experience': 1, 'fantastic': 1, 'awesome': 1, 'console': 1, 'purchase': 1, 'lite': 1, 'would': 1, 'knew': 1}",0.30000000000000004
1.0,2020-01-15,My son loves this but ive had a few major challenges and some smaller nitpicks. 1) parental control app is non intuitive and makes purchase and approval of games difficult. 2) it’s very fragile. Thumb stick already broke in less than a month. Nintendo charges  $100 to fix this 1 dollar part which feels criminal. 3) no YouTube kids app or Netflix/amazon app. At this point I probably should have just bought him an iPod touch unfortunately.,"['son', 'love', 'ive', 'major', 'challenge', 'smaller', 'nitpicks', 'parental', 'control', 'app', 'non', 'intuitive', 'make', 'purchase', 'approval', 'game', 'difficult', 'fragile', 'thumb', 'stick', 'already', 'broke', 'le', 'month', 'nintendo', 'charge', 'fix', 'dollar', 'part', 'feel', 'criminal', 'youtube', 'kid', 'app', 'app', 'point', 'probably', 'bought', 'ipod', 'touch', 'unfortunately']","{'nintendo': 1, 'part': 1, 'youtube': 1, 'love': 1, 'challenge': 1, 'control': 1, 'le': 1, 'unfortunately': 1, 'game': 1, 'ipod': 1, 'non': 1, 'ive': 1, 'stick': 1, 'thumb': 1, 'point': 1, 'smaller': 1, 'probably': 1, 'nitpicks': 1, 'son': 1, 'kid': 1, 'parental': 1, 'fragile': 1, 'approval': 1, 'intuitive': 1, 'broke': 1, 'feel': 1, 'month': 1, 'touch': 1, 'make': 1, 'app': 3, 'bought': 1, 'major': 1, 'purchase': 1, 'charge': 1, 'fix': 1, 'difficult': 1, 'already': 1, 'criminal': 1, 'dollar': 1}",-0.21302083333333333
5.0,2020-01-15,Good times. Buy physical copies of games.,"['good', 'time', 'buy', 'physical', 'copy', 'game']","{'buy': 1, 'good': 1, 'physical': 1, 'game': 1, 'copy': 1, 'time': 1}",0.35
5.0,2020-01-15,"I bought this as a Christmas gift for my two granddaughters. They were so thrilled!  They enjoy connecting it to the television to play games against each other as well as using it for solo hand held play.  They love it when I compete with them in Just Dance, and so do I!  Definitely one of the best gifts we've ever given them!","['bought', 'christmas', 'gift', 'two', 'granddaughter', 'thrilled', 'enjoy', 'connecting', 'television', 'play', 'game', 'well', 'using', 'solo', 'hand', 'held', 'play', 'love', 'compete', 'dance', 'definitely', 'one', 'best', 'gift', 'ever', 'given']","{'one': 1, 'love': 1, 'solo': 1, 'game': 1, 'thrilled': 1, 'connecting': 1, 'best': 1, 'granddaughter': 1, 'enjoy': 1, 'two': 1, 'held': 1, 'ever': 1, 'christmas': 1, 'gift': 2, 'play': 2, 'dance': 1, 'hand': 1, 'television': 1, 'using': 1, 'given': 1, 'bought': 1, 'definitely': 1, 'compete': 1, 'well': 1}",0.44166666666666665
5.0,2020-01-15,The color is amazing. The switch lite is very lightweight and has amazing features. The yellow is so vibrant wonderful gift for any person.,"['color', 'amazing', 'switch', 'lite', 'lightweight', 'amazing', 'feature', 'yellow', 'vibrant', 'wonderful', 'gift', 'person']","{'wonderful': 1, 'color': 1, 'switch': 1, 'person': 1, 'amazing': 2, 'yellow': 1, 'feature': 1, 'vibrant': 1, 'lite': 1, 'lightweight': 1, 'gift': 1}",0.4277777777777778
5.0,2020-01-15,"Love the color and the battery life. It was a gift for my youngest who wanted a switch like his older brother, but didn't need to dock it to the TV.","['love', 'color', 'battery', 'life', 'gift', 'youngest', 'wanted', 'switch', 'like', 'older', 'brother', 'need', 'dock', 'tv']","{'tv': 1, 'like': 1, 'wanted': 1, 'gift': 1, 'older': 1, 'dock': 1, 'life': 1, 'color': 1, 'switch': 1, 'youngest': 1, 'brother': 1, 'love': 1, 'battery': 1, 'need': 1}",0.3333333333333333
5.0,2020-01-16,The grands love it. Easy to use and lots of fun!,"['grand', 'love', 'easy', 'use', 'lot', 'fun']","{'lot': 1, 'use': 1, 'love': 1, 'grand': 1, 'fun': 1, 'easy': 1}",0.4361111111111111
3.0,2020-01-16,So I love my switch for game nights but this day in age given what phones can do I struggle to think this is worth price. Couple that with how expensive games are this just makes it even harder to justify getting it. In hindsight I definitely regret investing in the price of the unit and the high cost of the games. The games in my note 10 are just as good.,"['love', 'switch', 'game', 'night', 'day', 'age', 'given', 'phone', 'struggle', 'think', 'worth', 'price', 'couple', 'expensive', 'game', 'make', 'even', 'harder', 'justify', 'getting', 'hindsight', 'definitely', 'regret', 'investing', 'price', 'unit', 'high', 'cost', 'game', 'game', 'note', 'good']","{'note': 1, 'investing': 1, 'love': 1, 'justify': 1, 'night': 1, 'game': 4, 'couple': 1, 'getting': 1, 'cost': 1, 'regret': 1, 'good': 1, 'high': 1, 'expensive': 1, 'switch': 1, 'think': 1, 'age': 1, 'price': 2, 'even': 1, 'harder': 1, 'make': 1, 'given': 1, 'worth': 1, 'struggle': 1, 'day': 1, 'definitely': 1, 'phone': 1, 'hindsight': 1, 'unit': 1}",0.08249999999999999
5.0,2020-01-16,We have had this Nintendo Switch Lite for a couple months now. It is a great cheaper update to the original switch. The only issue I have run into with the lite is that the built in remotes stick.,"['nintendo', 'switch', 'lite', 'couple', 'month', 'great', 'cheaper', 'update', 'original', 'switch', 'issue', 'run', 'lite', 'built', 'remote', 'stick']","{'nintendo': 1, 'great': 1, 'run': 1, 'couple': 1, 'update': 1, 'cheaper': 1, 'built': 1, 'stick': 1, 'switch': 2, 'issue': 1, 'lite': 2, 'original': 1, 'month': 1, 'remote': 1}",0.39166666666666666
5.0,2020-01-16,It's lighter and smaller than the original increasing it's mobility. It's great for kids and those who don't want strained wrists.,"['lighter', 'smaller', 'original', 'increasing', 'mobility', 'great', 'kid', 'want', 'strained', 'wrist']","{'great': 1, 'want': 1, 'lighter': 1, 'kid': 1, 'mobility': 1, 'strained': 1, 'increasing': 1, 'original': 1, 'smaller': 1, 'wrist': 1}",0.39166666666666666
4.0,2020-01-16,Nice addition.  Only for ring adventure. As a game console I love Xbox more.,"['nice', 'addition', 'ring', 'adventure', 'game', 'console', 'love', 'xbox']","{'nice': 1, 'ring': 1, 'addition': 1, 'console': 1, 'love': 1, 'xbox': 1, 'game': 1, 'adventure': 1}",0.24
5.0,2020-01-16,Son loved this as a Christmas present.,"['son', 'loved', 'christmas', 'present']","{'present': 1, 'loved': 1, 'christmas': 1, 'son': 1}",0.35
5.0,2020-01-16,Shipping came very fast and the product works. Trustable seller,"['shipping', 'came', 'fast', 'product', 'work', 'trustable', 'seller']","{'fast': 1, 'seller': 1, 'came': 1, 'product': 1, 'trustable': 1, 'work': 1, 'shipping': 1}",0.26
5.0,2020-01-17,Great gift,"['great', 'gift']","{'great': 1, 'gift': 1}",0.8
5.0,2020-01-17,Awesome juice,"['awesome', 'juice']","{'awesome': 1, 'juice': 1}",1.0
5.0,2020-01-17,Came exactly as described. New. Packaged well and the Kids love it!,"['came', 'exactly', 'described', 'new', 'packaged', 'well', 'kid', 'love']","{'kid': 1, 'new': 1, 'came': 1, 'love': 1, 'described': 1, 'exactly': 1, 'well': 1, 'packaged': 1}",0.3371212121212121
5.0,2020-01-17,We bought the boys a switch for Christmas. It’s played and loved daily. No complaints! :),"['bought', 'boy', 'switch', 'christmas', 'played', 'loved', 'daily', 'complaint']","{'boy': 1, 'complaint': 1, 'daily': 1, 'switch': 1, 'played': 1, 'bought': 1, 'christmas': 1, 'loved': 1}",0.39999999999999997
5.0,2020-01-17,"Loved it,",['loved'],{'loved': 1},0.7
5.0,2020-01-17,What a grandson wants a grandson gets. He wanted it and has no problems with it. That makes it great in my eyes.,"['grandson', 'want', 'grandson', 'get', 'wanted', 'problem', 'make', 'great', 'eye']","{'want': 1, 'get': 1, 'wanted': 1, 'great': 1, 'grandson': 2, 'eye': 1, 'problem': 1, 'make': 1}",0.5
5.0,2020-01-17,So much fun,"['much', 'fun']","{'fun': 1, 'much': 1}",0.3
5.0,2020-01-17,"This thing works great. I’m not a gamer, so I appreciate  this device being so easy to learn and portable. Defiantly buy a screen protector and case first thing and be prepared for the cost of games they are higher priced but all in all it’s a great product.","['thing', 'work', 'great', 'gamer', 'appreciate', 'device', 'easy', 'learn', 'portable', 'defiantly', 'buy', 'screen', 'protector', 'case', 'first', 'thing', 'prepared', 'cost', 'game', 'higher', 'priced', 'great', 'product']","{'higher': 1, 'game': 1, 'easy': 1, 'protector': 1, 'great': 2, 'device': 1, 'appreciate': 1, 'cost': 1, 'defiantly': 1, 'work': 1, 'first': 1, 'screen': 1, 'portable': 1, 'learn': 1, 'prepared': 1, 'priced': 1, 'buy': 1, 'gamer': 1, 'case': 1, 'product': 1, 'thing': 2}",0.5066666666666666
5.0,2020-01-17,Best handheld mode for on the go!  Even nice buttons and my fave color.,"['best', 'handheld', 'mode', 'go', 'even', 'nice', 'button', 'fave', 'color']","{'best': 1, 'nice': 1, 'handheld': 1, 'color': 1, 'mode': 1, 'go': 1, 'even': 1, 'fave': 1, 'button': 1}",0.8
5.0,2020-01-18,Our nephew was so excited when he opened his Christmas gift.,"['nephew', 'excited', 'opened', 'christmas', 'gift']","{'nephew': 1, 'opened': 1, 'christmas': 1, 'excited': 1, 'gift': 1}",0.375
1.0,2020-01-18,"Got it , was really excited about it and quickly found out it was defective. The L trigger button doesn't work and gets jammed. I've sent it in to Nintendo 2 times to get repaired. They claim they did it, replaced the part that was broken. Yet every time I got it back it stopped working less than an 1 hour after I started using it The thumbsticks also feel loose and maks weird sounds and they don't move in the right way To be completely honest. This was an absolute waste of money, it's probably that my switch was a defective or maybe a lemon,  but it's no excuse.  I've waited over a month between repairs and still hasn't been fixed or repaired and they ( Nintendo) refuses to replace my system I doubt I'll be buying any future Nintendo Products anytime soon, I'm a college student and was really wanting a portable gaming device to take with me around campus.","['got', 'really', 'excited', 'quickly', 'found', 'defective', 'l', 'trigger', 'button', 'work', 'get', 'jammed', 'sent', 'nintendo', 'time', 'get', 'repaired', 'claim', 'replaced', 'part', 'broken', 'yet', 'every', 'time', 'got', 'back', 'stopped', 'working', 'le', 'hour', 'started', 'using', 'thumbsticks', 'also', 'feel', 'loose', 'mak', 'weird', 'sound', 'move', 'right', 'way', 'completely', 'honest', 'absolute', 'waste', 'money', 'probably', 'switch', 'defective', 'maybe', 'lemon', 'excuse', 'waited', 'month', 'repair', 'still', 'fixed', 'repaired', 'nintendo', 'refuse', 'replace', 'system', 'doubt', 'buying', 'future', 'nintendo', 'product', 'anytime', 'soon', 'college', 'student', 'really', 'wanting', 'portable', 'gaming', 'device', 'take', 'around', 'campus']","{'nintendo': 3, 'part': 1, 'repair': 1, 'sound': 1, 'back': 1, 'still': 1, 'take': 1, 'refuse': 1, 'student': 1, 'really': 2, 'wanting': 1, 'quickly': 1, 'repaired': 2, 'doubt': 1, 'trigger': 1, 'replaced': 1, 'mak': 1, 'le': 1, 'button': 1, 'found': 1, 'completely': 1, 'absolute': 1, 'thumbsticks': 1, 'right': 1, 'device': 1, 'stopped': 1, 'waited': 1, 'l': 1, 'move': 1, 'buying': 1, 'campus': 1, 'work': 1, 'money': 1, 'future': 1, 'weird': 1, 'probably': 1, 'time': 2, 'also': 1, 'soon': 1, 'jammed': 1, 'portable': 1, 'anytime': 1, 'switch': 1, 'working': 1, 'lemon': 1, 'started': 1, 'loose': 1, 'system': 1, 'yet': 1, 'excuse': 1, 'excited': 1, 'feel': 1, 'month': 1, 'gaming': 1, 'fixed': 1, 'every': 1, 'get': 2, 'honest': 1, 'around': 1, 'using': 1, 'hour': 1, 'college': 1, 'way': 1, 'broken': 1, 'defective': 2, 'sent': 1, 'got': 2, 'waste': 1, 'maybe': 1, 'claim': 1, 'product': 1, 'replace': 1}",0.042216117216117205
5.0,2020-01-18,"Perfect gift. My s/o has small hands and they love this compared to the original Switch. So long as TV connectivity isn't desired, this is a great alternative.","['perfect', 'gift', 'small', 'hand', 'love', 'compared', 'original', 'switch', 'long', 'tv', 'connectivity', 'desired', 'great', 'alternative']","{'perfect': 1, 'tv': 1, 'great': 1, 'alternative': 1, 'long': 1, 'switch': 1, 'connectivity': 1, 'desired': 1, 'hand': 1, 'love': 1, 'original': 1, 'compared': 1, 'small': 1, 'gift': 1}",0.3958333333333333
5.0,2020-01-18,"Grand daughter loves it , perfect with supervision as a beginning game unit for an 8 year old.","['grand', 'daughter', 'love', 'perfect', 'supervision', 'beginning', 'game', 'unit', 'year', 'old']","{'perfect': 1, 'old': 1, 'daughter': 1, 'year': 1, 'love': 1, 'supervision': 1, 'beginning': 1, 'grand': 1, 'game': 1, 'unit': 1}",0.30000000000000004
5.0,2020-01-18,Very good game,"['good', 'game']","{'good': 1, 'game': 1}",0.25499999999999995
5.0,2020-01-18,We love the Nintendo light . It’s screen is the perfect size. Make sure you get the screen protector and case if you have a young child.,"['love', 'nintendo', 'light', 'screen', 'perfect', 'size', 'make', 'sure', 'get', 'screen', 'protector', 'case', 'young', 'child']","{'screen': 2, 'perfect': 1, 'nintendo': 1, 'get': 1, 'protector': 1, 'size': 1, 'young': 1, 'light': 1, 'case': 1, 'love': 1, 'child': 1, 'sure': 1, 'make': 1}",0.5
5.0,2020-01-18,"I now have two of these consoles and, if needed, would buy a third. I love my switch so much. It is by far my favorite console. The ease of switching it from the handheld to the tv is flawless. The battery life on the new consoles is much better than the previous model which is great. I gave my old model to my three-year-old who loves playing this console as much as I do! Every morning, the first thing he says when he wakes up is ""Can I play my game?"" So it really is a great console for all ages! Would buy again and again!!","['two', 'console', 'needed', 'would', 'buy', 'third', 'love', 'switch', 'much', 'far', 'favorite', 'console', 'ease', 'switching', 'handheld', 'tv', 'flawless', 'battery', 'life', 'new', 'console', 'much', 'better', 'previous', 'model', 'great', 'gave', 'old', 'model', 'love', 'playing', 'console', 'much', 'every', 'morning', 'first', 'thing', 'say', 'wake', 'play', 'game', 'really', 'great', 'console', 'age', 'would', 'buy']","{'tv': 1, 'needed': 1, 'life': 1, 'really': 1, 'love': 2, 'switching': 1, 'game': 1, 'great': 2, 'far': 1, 'previous': 1, 'two': 1, 'ease': 1, 'morning': 1, 'model': 2, 'better': 1, 'playing': 1, 'first': 1, 'play': 1, 'gave': 1, 'favorite': 1, 'third': 1, 'switch': 1, 'age': 1, 'much': 3, 'battery': 1, 'say': 1, 'flawless': 1, 'every': 1, 'old': 1, 'handheld': 1, 'buy': 2, 'console': 5, 'new': 1, 'thing': 1, 'wake': 1, 'would': 2}",0.3264069264069264
5.0,2020-01-18,"Someone bought this as a gift for me and it works as expected. I’ve had it for 3 months now and haven’t encountered any problems. It connects to internet, came with all the proper parts with the new and proper packaging, and runs smoothly. With LEGOHarry potter, it will occasionally encounter and error and close the program (its a downloaded game I stead of game cartridge). Not sure if this will be consistent with future downloaded games, which is my one worry, but runs smoothly in all other aspects.","['someone', 'bought', 'gift', 'work', 'expected', 'month', 'encountered', 'problem', 'connects', 'internet', 'came', 'proper', 'part', 'new', 'proper', 'packaging', 'run', 'smoothly', 'legoharry', 'potter', 'occasionally', 'encounter', 'error', 'close', 'program', 'downloaded', 'game', 'stead', 'game', 'cartridge', 'sure', 'consistent', 'future', 'downloaded', 'game', 'one', 'worry', 'run', 'smoothly', 'aspect']","{'part': 1, 'run': 2, 'cartridge': 1, 'program': 1, 'one': 1, 'came': 1, 'someone': 1, 'smoothly': 2, 'game': 3, 'expected': 1, 'legoharry': 1, 'connects': 1, 'occasionally': 1, 'internet': 1, 'problem': 1, 'potter': 1, 'work': 1, 'sure': 1, 'close': 1, 'gift': 1, 'future': 1, 'worry': 1, 'encounter': 1, 'proper': 2, 'stead': 1, 'packaging': 1, 'month': 1, 'downloaded': 2, 'error': 1, 'encountered': 1, 'consistent': 1, 'new': 1, 'bought': 1, 'aspect': 1}",-0.006818181818181817
5.0,2020-01-18,Daughter loves it! Uses it all the time! Great quality you would expect from Nintendo! Highly recommend it to friends and family!,"['daughter', 'love', 'us', 'time', 'great', 'quality', 'would', 'expect', 'nintendo', 'highly', 'recommend', 'friend', 'family']","{'expect': 1, 'great': 1, 'nintendo': 1, 'daughter': 1, 'highly': 1, 'love': 1, 'recommend': 1, 'us': 1, 'friend': 1, 'would': 1, 'quality': 1, 'time': 1, 'family': 1}",0.6
5.0,2020-01-19,I bought this for my grandson for Christmas. He was beyond excited,"['bought', 'grandson', 'christmas', 'beyond', 'excited']","{'grandson': 1, 'bought': 1, 'christmas': 1, 'excited': 1, 'beyond': 1}",0.375
5.0,2020-01-19,Good product. No complaints here. Smaller than the original. Verry nice.,"['good', 'product', 'complaint', 'smaller', 'original', 'verry', 'nice']","{'complaint': 1, 'nice': 1, 'good': 1, 'original': 1, 'product': 1, 'smaller': 1, 'verry': 1}",0.41874999999999996
5.0,2020-01-19,It's awesome. I love how the joycons feel in my hands while playing the games. There is a great assortment of games for the system too! I love that it is travel sized and easy to set up so I can move it from the living room to the bedroom.,"['awesome', 'love', 'joycons', 'feel', 'hand', 'playing', 'game', 'great', 'assortment', 'game', 'system', 'love', 'travel', 'sized', 'easy', 'set', 'move', 'living', 'room', 'bedroom']","{'joycons': 1, 'assortment': 1, 'great': 1, 'set': 1, 'room': 1, 'easy': 1, 'sized': 1, 'living': 1, 'awesome': 1, 'move': 1, 'love': 2, 'hand': 1, 'system': 1, 'bedroom': 1, 'feel': 1, 'playing': 1, 'game': 2, 'travel': 1}",0.6866666666666668
5.0,2020-01-19,"Great system! It feels so light in your hand, compared to the original switch. And that pretty turquoise!","['great', 'system', 'feel', 'light', 'hand', 'compared', 'original', 'switch', 'pretty', 'turquoise']","{'great': 1, 'switch': 1, 'light': 1, 'pretty': 1, 'hand': 1, 'system': 1, 'original': 1, 'compared': 1, 'feel': 1, 'turquoise': 1}",0.521875
3.0,2020-01-19,It's a portable switch. Can't play anything on your TV but you can take it anywhere like the original. Only one player can play with it though unless someone has a spare control with them. Battery isn't that much better. Cool colors are available for it so there's that.,"['portable', 'switch', 'ca', 'play', 'anything', 'tv', 'take', 'anywhere', 'like', 'original', 'one', 'player', 'play', 'though', 'unless', 'someone', 'spare', 'control', 'battery', 'much', 'better', 'cool', 'color', 'available']","{'player': 1, 'ca': 1, 'tv': 1, 'like': 1, 'take': 1, 'one': 1, 'though': 1, 'someone': 1, 'control': 1, 'color': 1, 'available': 1, 'original': 1, 'better': 1, 'play': 2, 'portable': 1, 'unless': 1, 'spare': 1, 'switch': 1, 'much': 1, 'cool': 1, 'battery': 1, 'anything': 1, 'anywhere': 1}",0.325
5.0,2020-01-19,"My son loves this gaming system. It’s easy to set up to the tv and travel with. The graphics are great, nothing I would have ever expected from a primarily hand-held device. Worth it!","['son', 'love', 'gaming', 'system', 'easy', 'set', 'tv', 'travel', 'graphic', 'great', 'nothing', 'would', 'ever', 'expected', 'primarily', 'device', 'worth']","{'son': 1, 'expected': 1, 'tv': 1, 'great': 1, 'device': 1, 'primarily': 1, 'worth': 1, 'nothing': 1, 'love': 1, 'ever': 1, 'system': 1, 'set': 1, 'would': 1, 'travel': 1, 'easy': 1, 'gaming': 1, 'graphic': 1}",0.30166666666666664
5.0,2020-01-19,Very fun and easy to use. Group games are best and there are a good amount of single player games.,"['fun', 'easy', 'use', 'group', 'game', 'best', 'good', 'amount', 'single', 'player', 'game']","{'best': 1, 'player': 1, 'single': 1, 'use': 1, 'group': 1, 'good': 1, 'amount': 1, 'fun': 1, 'game': 2, 'easy': 1}",0.49038095238095236
5.0,2020-01-19,I love hand helds. This is it. No creep. Battery life (longer) would be nice.,"['love', 'hand', 'helds', 'creep', 'battery', 'life', 'longer', 'would', 'nice']","{'nice': 1, 'life': 1, 'creep': 1, 'helds': 1, 'hand': 1, 'love': 1, 'longer': 1, 'would': 1, 'battery': 1}",0.55
5.0,2020-01-19,"This is a great system to buy. Portable and has HDMI connections for a big screen too! Start a game at home, take it with you, and finish playing on the go!","['great', 'system', 'buy', 'portable', 'hdmi', 'connection', 'big', 'screen', 'start', 'game', 'home', 'take', 'finish', 'playing', 'go']","{'screen': 1, 'great': 1, 'portable': 1, 'take': 1, 'big': 1, 'buy': 1, 'hdmi': 1, 'start': 1, 'home': 1, 'system': 1, 'go': 1, 'connection': 1, 'playing': 1, 'game': 1, 'finish': 1}",0.10000000000000002
5.0,2020-01-20,"Usually, I am not one to make a big purchase like this since I am paranoid something will happen to it during delivery but the price was right so I went ahead and bought it. Everything came in perfect condition and the switch works great! I got this as a gift for someone and they loved it. Would definitely recommend purchasing!","['usually', 'one', 'make', 'big', 'purchase', 'like', 'since', 'paranoid', 'something', 'happen', 'delivery', 'price', 'right', 'went', 'ahead', 'bought', 'everything', 'came', 'perfect', 'condition', 'switch', 'work', 'great', 'got', 'gift', 'someone', 'loved', 'would', 'definitely', 'recommend', 'purchasing']","{'like': 1, 'happen': 1, 'one': 1, 'went': 1, 'came': 1, 'would': 1, 'someone': 1, 'recommend': 1, 'condition': 1, 'right': 1, 'great': 1, 'big': 1, 'ahead': 1, 'work': 1, 'delivery': 1, 'something': 1, 'gift': 1, 'everything': 1, 'switch': 1, 'purchasing': 1, 'price': 1, 'make': 1, 'perfect': 1, 'usually': 1, 'bought': 1, 'got': 1, 'definitely': 1, 'purchase': 1, 'paranoid': 1, 'since': 1, 'loved': 1}",0.4443877551020408
5.0,2020-01-20,Great system,"['great', 'system']","{'great': 1, 'system': 1}",0.8
5.0,2020-01-20,Great product! Christmas present.,"['great', 'product', 'christmas', 'present']","{'great': 1, 'christmas': 1, 'product': 1, 'present': 1}",0.5
5.0,2020-01-20,"Easy to set up. Fun game play. My grandsons mom play it more than he does, all the classic games ie. Yoshis island, Zelda etc.","['easy', 'set', 'fun', 'game', 'play', 'grandson', 'mom', 'play', 'classic', 'game', 'ie', 'yoshis', 'island', 'zelda', 'etc']","{'yoshis': 1, 'mom': 1, 'classic': 1, 'ie': 1, 'grandson': 1, 'zelda': 1, 'island': 1, 'set': 1, 'fun': 1, 'game': 2, 'play': 2, 'easy': 1, 'etc': 1}",0.2
5.0,2020-01-20,My grandson is so very happy to have received this item as a gift.,"['grandson', 'happy', 'received', 'item', 'gift']","{'gift': 1, 'item': 1, 'grandson': 1, 'received': 1, 'happy': 1}",1.0
5.0,2020-01-20,I’m in love with my Nintendo Switch Lite. I love that I can take it everywhere. It’s a very nice console.,"['love', 'nintendo', 'switch', 'lite', 'love', 'take', 'everywhere', 'nice', 'console']","{'nintendo': 1, 'nice': 1, 'take': 1, 'everywhere': 1, 'switch': 1, 'console': 1, 'love': 2, 'lite': 1}",0.5933333333333334
5.0,2020-01-20,Got this as a birthday present for my little brother. He absolutely loves it! I love that I was able to have this shipped to him in time for his birthday.,"['got', 'birthday', 'present', 'little', 'brother', 'absolutely', 'love', 'love', 'able', 'shipped', 'time', 'birthday']","{'present': 1, 'brother': 1, 'able': 1, 'got': 1, 'absolutely': 1, 'love': 2, 'little': 1, 'birthday': 2, 'time': 1, 'shipped': 1}",0.2125
5.0,2020-01-20,Fiance loved this. It was his Christmas gift. Now I can’t seem to get him to stop playing it.,"['fiance', 'loved', 'christmas', 'gift', 'seem', 'get', 'stop', 'playing']","{'seem': 1, 'get': 1, 'stop': 1, 'fiance': 1, 'loved': 1, 'christmas': 1, 'playing': 1, 'gift': 1}",0.7
5.0,2020-01-20,AMAZING! graphics and handling are awesome! Do buy a hard protective case and screen protector!!!! Save yourself the damage heartache!,"['amazing', 'graphic', 'handling', 'awesome', 'buy', 'hard', 'protective', 'case', 'screen', 'protector', 'save', 'damage', 'heartache']","{'screen': 1, 'protector': 1, 'hard': 1, 'save': 1, 'damage': 1, 'heartache': 1, 'buy': 1, 'awesome': 1, 'amazing': 1, 'case': 1, 'protective': 1, 'handling': 1, 'graphic': 1}",0.28663465711805547
5.0,2020-01-20,Great for fornite 1 v 1 's . I can play with my son now instead of just watching .,"['great', 'fornite', 'v', 'play', 'son', 'instead', 'watching']","{'great': 1, 'fornite': 1, 'watching': 1, 'instead': 1, 'play': 1, 'v': 1, 'son': 1}",0.8
5.0,2020-01-20,Good product.  Everything okay,"['good', 'product', 'everything', 'okay']","{'good': 1, 'okay': 1, 'everything': 1, 'product': 1}",0.6
4.0,2020-01-21,"My son, appears to be happy with it! He has something to do in between college classes when he is not studying. I can admitted I loved paying it too, might have to get me one!!","['son', 'appears', 'happy', 'something', 'college', 'class', 'studying', 'admitted', 'loved', 'paying', 'might', 'get', 'one']","{'class': 1, 'get': 1, 'studying': 1, 'college': 1, 'something': 1, 'one': 1, 'loved': 1, 'paying': 1, 'might': 1, 'admitted': 1, 'appears': 1, 'happy': 1, 'son': 1}",1.0
5.0,2020-01-21,We travel often and the Nintendo Switch is a darn good choice! We can play two player Mario Kart on a flight... need I say more?,"['travel', 'often', 'nintendo', 'switch', 'darn', 'good', 'choice', 'play', 'two', 'player', 'mario', 'kart', 'flight', 'need', 'say']","{'nintendo': 1, 'player': 1, 'need': 1, 'flight': 1, 'switch': 1, 'two': 1, 'good': 1, 'mario': 1, 'kart': 1, 'darn': 1, 'often': 1, 'choice': 1, 'play': 1, 'travel': 1, 'say': 1}",0.6875
5.0,2020-01-21,"Solid little console. Battery life has been decent, and being able to switch between handheld and docked is great. Only played a handful of games so far (classic NES and SNES games are worth the Nintendo online sub) but am excited to play more.","['solid', 'little', 'console', 'battery', 'life', 'decent', 'able', 'switch', 'handheld', 'docked', 'great', 'played', 'handful', 'game', 'far', 'classic', 'ne', 'snes', 'game', 'worth', 'nintendo', 'online', 'sub', 'excited', 'play']","{'nintendo': 1, 'life': 1, 'snes': 1, 'game': 2, 'docked': 1, 'handful': 1, 'great': 1, 'sub': 1, 'classic': 1, 'far': 1, 'online': 1, 'able': 1, 'little': 1, 'play': 1, 'ne': 1, 'switch': 1, 'played': 1, 'excited': 1, 'decent': 1, 'battery': 1, 'handheld': 1, 'worth': 1, 'console': 1, 'solid': 1}",0.24734848484848487
5.0,2020-01-21,No complaints!  Great gaming device--glad to find something less costly than the Switch proper.,"['complaint', 'great', 'gaming', 'device', 'glad', 'find', 'something', 'le', 'costly', 'switch', 'proper']","{'complaint': 1, 'great': 1, 'device': 1, 'proper': 1, 'switch': 1, 'glad': 1, 'costly': 1, 'le': 1, 'something': 1, 'find': 1, 'gaming': 1}",0.21111111111111114
